id,key,value
11425,Color,Black
11426,Color,White
11427,Dimensions,10x10x10 cm
11428,Warranty,2 Years
11429,Weight,2 kg
11430,Weight,3 kg
11431,Size,Medium
11432,Warranty,3 Years
11433,Weight,2 kg
11434,Dimensions,30x20x15 cm
11435,Dimensions,20x15x10 cm
11436,Material,Wood
11437,Color,Black
11438,Weight,3 kg
11439,Material,Metal
11440,Weight,1 kg
11441,Warranty,3 Years
11442,Material,Wood
11443,Dimensions,50x40x30 cm
11444,Color,Blue
11445,Size,Medium
11446,Size,Medium
11447,Dimensions,50x40x30 cm
11448,Dimensions,30x20x15 cm
11449,Color,White
11450,Material,Plastic
11451,Weight,3 kg
11452,Warranty,1 Year
11453,Material,Wood
11454,Dimensions,50x40x30 cm
11455,Color,Red
11456,Weight,1 kg
11457,Material,Metal
11458,Material,Wood
11459,Size,Extra Large
11460,Color,Red
11461,Weight,1 kg
11462,Color,Blue
11463,Weight,1 kg
11464,Color,Blue
11465,Color,Red
11466,Warranty,2 Years
11467,Dimensions,30x20x15 cm
11468,Dimensions,50x40x30 cm
11469,Color,Blue
11470,Weight,3 kg
11471,Dimensions,50x40x30 cm
11472,Warranty,1 Year
11473,Color,Blue
11474,Color,Blue
11475,Dimensions,30x20x15 cm
11476,Size,Extra Large
11477,Warranty,2 Years
11478,Dimensions,30x20x15 cm
11479,Color,Red
11480,Warranty,2 Years
11481,Material,Plastic
11482,Size,Extra Large
11483,Dimensions,30x20x15 cm
11484,Warranty,1 Year
11485,Material,Metal
11486,Dimensions,20x15x10 cm
11487,Dimensions,50x40x30 cm
11488,Dimensions,20x15x10 cm
11489,Weight,1 kg
11490,Size,Small
11491,Weight,2 kg
11492,Dimensions,50x40x30 cm
11493,Weight,2 kg
11494,Dimensions,50x40x30 cm
11495,Material,Metal
11496,Dimensions,10x10x10 cm
11497,Material,Metal
11498,Weight,750 g
11499,Size,Large
11500,Weight,2 kg
11501,Color,White
11502,Material,Glass
11503,Color,Red
11504,Dimensions,50x40x30 cm
11505,Size,Small
11506,Color,White
11507,Color,Red
11508,Size,Extra Large
11509,Weight,1 kg
11510,Size,Small
11511,Warranty,3 Years
11512,Material,Plastic
11513,Weight,1 kg
11514,Color,Red
11515,Color,Black
11516,Weight,2 kg
11517,Dimensions,30x20x15 cm
11518,Color,White
11519,Warranty,3 Years
11520,Warranty,2 Years
11521,Weight,3 kg
11522,Weight,3 kg
11523,Material,Glass
11524,Warranty,3 Years
11525,Material,Wood
11526,Material,Glass
11527,Weight,500 g
11528,Dimensions,30x20x15 cm
11529,Dimensions,50x40x30 cm
11530,Color,Red
11531,Material,Wood
11532,Material,Glass
11533,Color,Red
11534,Warranty,1 Year
11535,Dimensions,30x20x15 cm
11536,Warranty,2 Years
11537,Color,White
11538,Material,Wood
11539,Weight,1 kg
11540,Size,Medium
11541,Material,Metal
11542,Size,Small
11543,Weight,1 kg
11544,Warranty,3 Years
11545,Size,Small
11546,Material,Glass
11547,Dimensions,30x20x15 cm
11548,Size,Medium
11549,Weight,1 kg
11550,Size,Large
11551,Material,Glass
11552,Weight,750 g
11553,Material,Wood
11554,Weight,750 g
11555,Warranty,3 Years
11556,Warranty,3 Years
11557,Size,Medium
11558,Size,Medium
11559,Size,Small
11560,Material,Plastic
11561,Warranty,3 Years
11562,Material,Plastic
11563,Warranty,2 Years
11564,Material,Wood
11565,Color,Red
11566,Size,Small
11567,Color,Red
11568,Material,Glass
11569,Material,Metal
11570,Material,Glass
11571,Warranty,1 Year
11572,Color,White
11573,Warranty,2 Years
11574,Weight,3 kg
11575,Warranty,1 Year
11576,Color,Green
11577,Material,Glass
11578,Color,White
11579,Dimensions,20x15x10 cm
11580,Warranty,2 Years
11581,Color,White
11582,Warranty,1 Year
11583,Weight,750 g
11584,Warranty,1 Year
11585,Color,White
11586,Warranty,1 Year
11587,Warranty,3 Years
11588,Material,Glass
11589,Color,Red
11590,Warranty,1 Year
11591,Weight,750 g
11592,Dimensions,50x40x30 cm
11593,Weight,3 kg
11594,Material,Metal
11595,Size,Extra Large
11596,Size,Small
11597,Dimensions,30x20x15 cm
11598,Material,Glass
11599,Dimensions,30x20x15 cm
11600,Weight,3 kg
11601,Dimensions,20x15x10 cm
11602,Dimensions,20x15x10 cm
11603,Material,Glass
11604,Color,White
11605,Warranty,3 Years
11606,Material,Plastic
11607,Size,Large
11608,Material,Glass
11609,Size,Medium
11610,Size,Small
11611,Size,Extra Large
11612,Color,Black
11613,Warranty,1 Year
11614,Color,Black
11615,Color,Black
11616,Dimensions,20x15x10 cm
11617,Weight,1 kg
11618,Weight,500 g
11619,Dimensions,30x20x15 cm
11620,Material,Wood
11621,Color,White
11622,Material,Glass
11623,Size,Extra Large
11624,Dimensions,50x40x30 cm
11625,Dimensions,20x15x10 cm
11626,Size,Extra Large
11627,Color,White
11628,Weight,3 kg
11629,Color,White
11630,Warranty,2 Years
11631,Size,Large
11632,Dimensions,10x10x10 cm
11633,Weight,3 kg
11634,Weight,3 kg
11635,Warranty,2 Years
11636,Warranty,1 Year
11637,Color,Green
11638,Dimensions,20x15x10 cm
11639,Size,Extra Large
11640,Warranty,3 Years
11641,Material,Plastic
11642,Color,Blue
11643,Color,Green
11644,Material,Wood
11645,Size,Small
11646,Size,Extra Large
11647,Weight,500 g
11648,Size,Small
11649,Size,Large
11650,Size,Large
11651,Color,Black
11652,Weight,750 g
11653,Size,Large
11654,Dimensions,50x40x30 cm
11655,Weight,500 g
11656,Material,Glass
11657,Dimensions,20x15x10 cm
11658,Weight,500 g
11659,Size,Extra Large
11660,Color,Blue
11661,Size,Medium
11662,Dimensions,20x15x10 cm
11663,Size,Extra Large
11664,Warranty,2 Years
11665,Material,Wood
11666,Color,Green
11667,Size,Medium
11668,Weight,750 g
11669,Size,Large
11670,Weight,3 kg
11671,Weight,500 g
11672,Warranty,2 Years
11673,Material,Glass
11674,Dimensions,10x10x10 cm
11675,Weight,500 g
11676,Material,Plastic
11677,Material,Plastic
11678,Dimensions,10x10x10 cm
11679,Warranty,3 Years
11680,Warranty,3 Years
11681,Color,Green
11682,Size,Small
11683,Dimensions,20x15x10 cm
11684,Dimensions,50x40x30 cm
11685,Dimensions,50x40x30 cm
11686,Warranty,1 Year
11687,Dimensions,20x15x10 cm
11688,Color,Red
11689,Warranty,2 Years
11690,Warranty,2 Years
11691,Warranty,2 Years
11692,Size,Extra Large
11693,Warranty,3 Years
11694,Dimensions,30x20x15 cm
11695,Dimensions,20x15x10 cm
11696,Warranty,1 Year
11697,Material,Wood
11698,Dimensions,10x10x10 cm
11699,Weight,1 kg
11700,Color,Red
11701,Weight,750 g
11702,Material,Glass
11703,Weight,1 kg
11704,Weight,750 g
11705,Dimensions,20x15x10 cm
11706,Dimensions,10x10x10 cm
11707,Size,Large
11708,Color,Red
11709,Material,Wood
11710,Dimensions,10x10x10 cm
11711,Color,Blue
11712,Dimensions,10x10x10 cm
11713,Color,Black
11714,Dimensions,20x15x10 cm
11715,Weight,500 g
11716,Color,Green
11717,Size,Large
11718,Color,Black
11719,Material,Glass
11720,Dimensions,20x15x10 cm
11721,Color,Black
11722,Weight,3 kg
11723,Color,Red
11724,Size,Extra Large
11725,Color,Blue
11726,Material,Plastic
11727,Weight,750 g
11728,Material,Wood
11729,Weight,3 kg
11730,Warranty,1 Year
11731,Color,Green
11732,Size,Small
11733,Size,Large
11734,Material,Plastic
11735,Material,Glass
11736,Color,Red
11737,Material,Glass
11738,Warranty,1 Year
11739,Warranty,1 Year
11740,Dimensions,30x20x15 cm
11741,Warranty,2 Years
11742,Material,Metal
11743,Color,Black
11744,Weight,750 g
11745,Material,Metal
11746,Weight,750 g
11747,Color,Blue
11748,Color,Black
11749,Warranty,2 Years
11750,Warranty,1 Year
11751,Material,Plastic
11752,Material,Glass
11753,Dimensions,50x40x30 cm
11754,Dimensions,10x10x10 cm
11755,Warranty,3 Years
11756,Warranty,1 Year
11757,Dimensions,20x15x10 cm
11758,Size,Extra Large
11759,Weight,1 kg
11760,Color,Blue
11761,Warranty,2 Years
11762,Material,Metal
11763,Size,Medium
11764,Weight,500 g
11765,Warranty,2 Years
11766,Material,Wood
11767,Weight,3 kg
11768,Material,Wood
11769,Warranty,3 Years
11770,Color,Green
11771,Color,Green
11772,Dimensions,50x40x30 cm
11773,Size,Extra Large
11774,Weight,500 g
11775,Material,Plastic
11776,Weight,750 g
11777,Color,Red
11778,Size,Large
11779,Warranty,3 Years
11780,Warranty,3 Years
11781,Material,Metal
11782,Color,White
11783,Color,Red
11784,Material,Plastic
11785,Size,Medium
11786,Material,Wood
11787,Color,Black
11788,Dimensions,50x40x30 cm
11789,Warranty,1 Year
11790,Dimensions,30x20x15 cm
11791,Weight,500 g
11792,Size,Extra Large
11793,Weight,750 g
11794,Dimensions,10x10x10 cm
11795,Size,Large
11796,Material,Plastic
11797,Color,Black
11798,Dimensions,50x40x30 cm
11799,Weight,3 kg
11800,Warranty,2 Years
11801,Size,Medium
11802,Size,Medium
11803,Material,Wood
11804,Size,Large
11805,Size,Extra Large
11806,Warranty,1 Year
11807,Color,Red
11808,Size,Medium
11809,Color,Red
11810,Size,Small
11811,Material,Wood
11812,Warranty,1 Year
11813,Color,Black
11814,Color,Red
11815,Size,Extra Large
11816,Warranty,2 Years
11817,Material,Plastic
11818,Warranty,3 Years
11819,Material,Plastic
11820,Dimensions,30x20x15 cm
11821,Dimensions,30x20x15 cm
11822,Warranty,1 Year
11823,Material,Metal
11824,Size,Small
11825,Weight,1 kg
11826,Warranty,1 Year
11827,Dimensions,10x10x10 cm
11828,Material,Glass
11829,Material,Metal
11830,Warranty,1 Year
11831,Size,Medium
11832,Warranty,3 Years
11833,Color,Red
11834,Color,Blue
11835,Dimensions,10x10x10 cm
11836,Size,Small
11837,Color,White
11838,Size,Extra Large
11839,Warranty,3 Years
11840,Warranty,3 Years
11841,Warranty,2 Years
11842,Size,Large
11843,Color,White
11844,Warranty,2 Years
11845,Size,Large
11846,Warranty,1 Year
11847,Color,White
11848,Weight,1 kg
11849,Color,Blue
11850,Dimensions,30x20x15 cm
11851,Dimensions,10x10x10 cm
11852,Material,Plastic
11853,Weight,750 g
11854,Color,Blue
11855,Dimensions,10x10x10 cm
11856,Color,Blue
11857,Color,Black
11858,Material,Wood
11859,Warranty,3 Years
11860,Size,Extra Large
11861,Color,Green
11862,Weight,1 kg
11863,Weight,2 kg
11864,Dimensions,30x20x15 cm
11865,Weight,3 kg
11866,Color,Green
11867,Warranty,2 Years
11868,Warranty,1 Year
11869,Weight,2 kg
11870,Warranty,2 Years
11871,Weight,3 kg
11872,Weight,500 g
11873,Dimensions,10x10x10 cm
11874,Dimensions,50x40x30 cm
11875,Size,Medium
11876,Warranty,2 Years
11877,Weight,2 kg
11878,Size,Medium
11879,Warranty,2 Years
11880,Material,Glass
11881,Dimensions,10x10x10 cm
11882,Size,Medium
11883,Weight,2 kg
11884,Dimensions,30x20x15 cm
11885,Warranty,1 Year
11886,Size,Small
11887,Material,Glass
11888,Material,Glass
11889,Dimensions,50x40x30 cm
11890,Color,Black
11891,Weight,500 g
11892,Weight,500 g
11893,Size,Large
11894,Weight,2 kg
11895,Weight,750 g
11896,Weight,3 kg
11897,Size,Extra Large
11898,Dimensions,50x40x30 cm
11899,Color,Black
11900,Size,Small
11901,Color,Red
11902,Size,Small
11903,Color,Red
11904,Size,Medium
11905,Size,Medium
11906,Warranty,2 Years
11907,Color,Black
11908,Warranty,3 Years
11909,Weight,750 g
11910,Dimensions,30x20x15 cm
11911,Weight,750 g
11912,Warranty,3 Years
11913,Dimensions,30x20x15 cm
11914,Warranty,3 Years
11915,Dimensions,20x15x10 cm
11916,Warranty,1 Year
11917,Material,Glass
11918,Material,Wood
11919,Weight,2 kg
11920,Weight,3 kg
11921,Weight,750 g
11922,Dimensions,10x10x10 cm
11923,Dimensions,30x20x15 cm
11924,Size,Extra Large
11925,Warranty,2 Years
11926,Color,White
11927,Size,Extra Large
11928,Dimensions,30x20x15 cm
11929,Weight,3 kg
11930,Color,Black
11931,Warranty,3 Years
11932,Material,Metal
11933,Warranty,3 Years
11934,Color,Black
11935,Warranty,2 Years
11936,Weight,3 kg
11937,Warranty,2 Years
11938,Dimensions,50x40x30 cm
11939,Weight,3 kg
11940,Warranty,3 Years
11941,Color,Green
11942,Material,Plastic
11943,Color,Red
11944,Material,Wood
11945,Material,Wood
11946,Size,Extra Large
11947,Weight,1 kg
11948,Warranty,3 Years
11949,Material,Wood
11950,Warranty,2 Years
11951,Color,Blue
11952,Weight,1 kg
11953,Warranty,2 Years
11954,Color,Green
11955,Weight,3 kg
11956,Weight,750 g
11957,Color,White
11958,Warranty,2 Years
11959,Warranty,1 Year
11960,Size,Medium
11961,Weight,1 kg
11962,Warranty,2 Years
11963,Material,Metal
11964,Weight,1 kg
11965,Color,Red
11966,Dimensions,30x20x15 cm
11967,Warranty,2 Years
11968,Material,Wood
11969,Weight,3 kg
11970,Weight,3 kg
11971,Size,Large
11972,Warranty,1 Year
11973,Size,Medium
11974,Warranty,3 Years
11975,Color,White
11976,Color,White
11977,Dimensions,50x40x30 cm
11978,Warranty,1 Year
11979,Color,Red
11980,Color,Green
11981,Size,Extra Large
11982,Dimensions,10x10x10 cm
11983,Warranty,2 Years
11984,Dimensions,10x10x10 cm
11985,Weight,3 kg
11986,Weight,500 g
11987,Color,Blue
11988,Color,Black
11989,Dimensions,20x15x10 cm
11990,Material,Wood
11991,Size,Large
11992,Warranty,3 Years
11993,Material,Glass
11994,Material,Wood
11995,Dimensions,30x20x15 cm
11996,Material,Glass
11997,Size,Extra Large
11998,Material,Glass
11999,Dimensions,20x15x10 cm
12000,Color,Green
12001,Size,Medium
12002,Color,Black
12003,Weight,1 kg
12004,Size,Small
12005,Dimensions,50x40x30 cm
12006,Dimensions,30x20x15 cm
12007,Color,Black
12008,Color,Green
12009,Weight,3 kg
12010,Dimensions,30x20x15 cm
12011,Weight,1 kg
12012,Material,Glass
12013,Material,Wood
12014,Color,White
12015,Size,Medium
12016,Warranty,1 Year
12017,Size,Small
12018,Weight,3 kg
12019,Color,Red
12020,Color,Red
12021,Warranty,1 Year
12022,Weight,3 kg
12023,Warranty,2 Years
12024,Warranty,2 Years
12025,Material,Glass
12026,Size,Large
12027,Warranty,1 Year
12028,Material,Wood
12029,Warranty,3 Years
12030,Dimensions,10x10x10 cm
12031,Size,Large
12032,Dimensions,30x20x15 cm
12033,Material,Glass
12034,Warranty,2 Years
12035,Size,Small
12036,Material,Glass
12037,Warranty,3 Years
12038,Weight,3 kg
12039,Material,Metal
12040,Dimensions,50x40x30 cm
12041,Warranty,1 Year
12042,Size,Extra Large
12043,Material,Plastic
12044,Color,Black
12045,Material,Metal
12046,Size,Large
12047,Size,Extra Large
12048,Warranty,1 Year
12049,Size,Small
12050,Dimensions,50x40x30 cm
12051,Weight,3 kg
12052,Dimensions,50x40x30 cm
12053,Warranty,2 Years
12054,Warranty,3 Years
12055,Size,Medium
12056,Dimensions,20x15x10 cm
12057,Weight,3 kg
12058,Dimensions,10x10x10 cm
12059,Color,Blue
12060,Weight,3 kg
12061,Warranty,2 Years
12062,Dimensions,20x15x10 cm
12063,Size,Large
12064,Size,Medium
12065,Warranty,2 Years
12066,Warranty,1 Year
12067,Warranty,2 Years
12068,Size,Large
12069,Color,Red
12070,Warranty,1 Year
12071,Weight,1 kg
12072,Warranty,2 Years
12073,Color,White
12074,Material,Metal
12075,Dimensions,10x10x10 cm
12076,Warranty,3 Years
12077,Weight,3 kg
12078,Warranty,1 Year
12079,Weight,2 kg
12080,Material,Glass
12081,Material,Metal
12082,Material,Metal
12083,Dimensions,20x15x10 cm
12084,Weight,1 kg
12085,Dimensions,20x15x10 cm
12086,Color,Red
12087,Material,Glass
12088,Material,Plastic
12089,Warranty,3 Years
12090,Material,Glass
12091,Weight,750 g
12092,Warranty,2 Years
12093,Dimensions,50x40x30 cm
12094,Material,Plastic
12095,Size,Small
12096,Warranty,1 Year
12097,Color,Red
12098,Warranty,3 Years
12099,Dimensions,50x40x30 cm
12100,Material,Plastic
12101,Warranty,2 Years
12102,Size,Medium
12103,Warranty,3 Years
12104,Weight,2 kg
12105,Size,Large
12106,Color,Blue
12107,Color,Green
12108,Material,Plastic
12109,Dimensions,20x15x10 cm
12110,Color,Black
12111,Material,Wood
12112,Color,Black
12113,Material,Plastic
12114,Dimensions,20x15x10 cm
12115,Dimensions,30x20x15 cm
12116,Material,Glass
12117,Weight,3 kg
12118,Weight,750 g
12119,Warranty,3 Years
12120,Color,Blue
12121,Warranty,3 Years
12122,Dimensions,50x40x30 cm
12123,Material,Glass
12124,Material,Wood
12125,Material,Wood
12126,Warranty,3 Years
12127,Weight,500 g
12128,Dimensions,30x20x15 cm
12129,Warranty,2 Years
12130,Size,Small
12131,Dimensions,50x40x30 cm
12132,Size,Extra Large
12133,Color,Green
12134,Material,Wood
12135,Size,Large
12136,Size,Large
12137,Dimensions,20x15x10 cm
12138,Color,White
12139,Dimensions,10x10x10 cm
12140,Weight,500 g
12141,Weight,3 kg
12142,Size,Extra Large
12143,Warranty,1 Year
12144,Weight,750 g
12145,Weight,500 g
12146,Warranty,2 Years
12147,Warranty,1 Year
12148,Warranty,3 Years
12149,Material,Metal
12150,Size,Medium
12151,Material,Metal
12152,Material,Plastic
12153,Color,Red
12154,Weight,3 kg
12155,Color,Green
12156,Dimensions,30x20x15 cm
12157,Size,Small
12158,Weight,500 g
12159,Color,Black
12160,Weight,750 g
12161,Weight,750 g
12162,Dimensions,30x20x15 cm
12163,Size,Small
12164,Warranty,1 Year
12165,Material,Wood
12166,Weight,750 g
12167,Color,Black
12168,Size,Extra Large
12169,Dimensions,20x15x10 cm
12170,Warranty,3 Years
12171,Warranty,1 Year
12172,Material,Plastic
12173,Dimensions,30x20x15 cm
12174,Material,Wood
12175,Dimensions,30x20x15 cm
12176,Size,Small
12177,Dimensions,30x20x15 cm
12178,Dimensions,30x20x15 cm
12179,Weight,750 g
12180,Weight,3 kg
12181,Size,Large
12182,Size,Large
12183,Dimensions,10x10x10 cm
12184,Warranty,1 Year
12185,Size,Large
12186,Color,Red
12187,Weight,3 kg
12188,Material,Wood
12189,Dimensions,30x20x15 cm
12190,Weight,750 g
12191,Weight,2 kg
12192,Material,Glass
12193,Material,Glass
12194,Warranty,2 Years
12195,Color,Black
12196,Material,Plastic
12197,Dimensions,50x40x30 cm
12198,Size,Extra Large
12199,Weight,750 g
12200,Dimensions,50x40x30 cm
12201,Weight,2 kg
12202,Dimensions,50x40x30 cm
12203,Weight,3 kg
12204,Dimensions,20x15x10 cm
12205,Color,Black
12206,Size,Extra Large
12207,Size,Large
12208,Size,Large
12209,Dimensions,50x40x30 cm
12210,Dimensions,10x10x10 cm
12211,Weight,1 kg
12212,Dimensions,30x20x15 cm
12213,Color,Black
12214,Material,Metal
12215,Size,Extra Large
12216,Color,Black
12217,Material,Glass
12218,Warranty,2 Years
12219,Color,Green
12220,Dimensions,10x10x10 cm
12221,Warranty,2 Years
12222,Material,Metal
12223,Dimensions,50x40x30 cm
12224,Color,Blue
12225,Material,Wood
12226,Color,Red
12227,Weight,3 kg
12228,Color,Blue
12229,Dimensions,30x20x15 cm
12230,Weight,2 kg
12231,Weight,750 g
12232,Warranty,2 Years
12233,Weight,500 g
12234,Material,Metal
12235,Color,Green
12236,Weight,1 kg
12237,Warranty,3 Years
12238,Color,Black
12239,Weight,500 g
12240,Warranty,3 Years
12241,Weight,1 kg
12242,Color,Blue
12243,Dimensions,20x15x10 cm
12244,Material,Plastic
12245,Material,Metal
12246,Weight,750 g
12247,Warranty,3 Years
12248,Color,Green
12249,Size,Extra Large
12250,Size,Medium
12251,Warranty,3 Years
12252,Warranty,2 Years
12253,Material,Wood
12254,Color,Blue
12255,Warranty,2 Years
12256,Color,Green
12257,Dimensions,10x10x10 cm
12258,Warranty,2 Years
12259,Warranty,1 Year
12260,Warranty,1 Year
12261,Weight,1 kg
12262,Weight,500 g
12263,Material,Wood
12264,Dimensions,20x15x10 cm
12265,Material,Plastic
12266,Material,Plastic
12267,Warranty,1 Year
12268,Weight,500 g
12269,Weight,3 kg
12270,Warranty,1 Year
12271,Color,White
12272,Warranty,3 Years
12273,Material,Wood
12274,Size,Large
12275,Color,Black
12276,Dimensions,30x20x15 cm
12277,Color,Blue
12278,Warranty,3 Years
12279,Dimensions,50x40x30 cm
12280,Size,Medium
12281,Material,Metal
12282,Dimensions,10x10x10 cm
